"ini_monit","mac_local","mac_destino","rssi","lqi","latencia","desconexion","tiempo"
2019-02-26 09:02:14,"0006","0006",-97,108,5.10029768943787,1,1551171734
2019-02-26 09:02:14,"0006","0005",-100,80,5.10029768943787,1,1551171734
2019-02-26 09:02:20,"0006","0004",-57,108,5.09471225738525,1,1551171740
2019-02-26 09:02:20,"0006","0002",-100,80,5.09471225738525,1,1551171740
2019-02-26 09:02:20,"0006","0006",-97,108,5.09471225738525,1,1551171740
2019-02-26 09:02:20,"0006","0005",-100,80,5.09471225738525,1,1551171740
2019-02-26 10:36:05,"0002","0004",-58,108,5.15588140487671,1,1551177365
2019-02-26 10:36:05,"0002","0006",-96,108,5.15588140487671,1,1551177365
2019-02-26 10:36:05,"0002","0005",-99,108,5.15588140487671,1,1551177365
2019-02-26 10:36:05,"0002","0002",-100,105,5.15588140487671,1,1551177365
2019-02-26 10:48:19,"0002","0004",-56,108,5.10056805610657,1,1551178099
2019-02-26 10:48:19,"0002","0006",-98,108,5.10056805610657,1,1551178099
2019-02-26 10:48:35,"0002","0004",-57,108,5.09667682647705,1,1551178115
2019-02-26 10:48:35,"0002","0006",-99,108,5.09667682647705,1,1551178115
2019-02-26 10:48:35,"0002","0002",-100,108,5.09667682647705,1,1551178115
2019-02-26 10:48:35,"0002","0005",-99,108,5.09667682647705,1,1551178115
2019-02-26 10:49:45,"0004","0004",-57,87,5.11557030677795,1,1551178185
2019-02-26 10:49:45,"0004","0006",-97,87,5.11557030677795,1,1551178185
2019-02-26 10:49:45,"0004","0002",-100,108,5.11557030677795,1,1551178185
2019-02-26 10:49:45,"0004","0005",-99,108,5.11557030677795,1,1551178185
2019-02-26 11:28:42,"0008","0004",-60,108,6.91159248352051,1,1551180522
2019-02-26 11:28:42,"0008","0006",-98,108,6.91159248352051,1,1551180522
2019-02-26 11:28:42,"0008","0005",-94,108,6.91159248352051,1,1551180522
2019-02-26 14:49:08,"0014","0005",-70,108,5.04830837249756,1,1551192548
2019-02-26 14:49:08,"0014","0010",-103,108,5.04830837249756,1,1551192548
2019-02-26 14:49:08,"0014","0002",-42,108,5.04830837249756,1,1551192548
2019-02-26 14:49:08,"0014","0006",-81,108,5.04830837249756,1,1551192548
2019-02-26 14:49:08,"0014","0004",-100,108,5.04830837249756,1,1551192548
2019-02-26 14:49:15,"0014","0004",-57,108,5.08839344978333,1,1551192555
2019-02-26 14:49:15,"0014","0006",-98,108,5.08839344978333,1,1551192555
2019-02-26 14:49:15,"0014","0005",-101,87,5.08839344978333,1,1551192555
2019-02-26 14:49:15,"0014","0002",-97,108,5.08839344978333,1,1551192555
2019-02-26 14:49:15,"0014","0014",-101,87,5.08839344978333,1,1551192555
2019-02-26 14:49:39,"0014","0005",-70,108,5.05412268638611,1,1551192579
2019-02-26 14:49:39,"0014","0010",-103,108,5.05412268638611,1,1551192579
2019-02-26 14:49:39,"0014","0002",-41,108,5.05412268638611,1,1551192579
2019-02-26 14:49:39,"0014","0006",-83,108,5.05412268638611,1,1551192579
2019-02-26 14:49:39,"0014","0004",-100,108,5.05412268638611,1,1551192579
2019-02-26 14:49:45,"0014","0004",-58,102,5.11098003387451,1,1551192585
2019-02-26 14:49:45,"0014","0006",-97,102,5.11098003387451,1,1551192585
2019-02-26 14:49:45,"0014","0005",-101,102,5.11098003387451,1,1551192585
2019-02-26 14:49:45,"0014","0002",-98,102,5.11098003387451,1,1551192585
2019-02-26 14:49:45,"0014","0014",-100,102,5.11098003387451,1,1551192585
2019-02-26 14:49:52,"0014","0010",-60,108,5.06159043312073,1,1551192592
2019-02-26 14:49:52,"0014","0006",-78,108,5.06159043312073,1,1551192592
2019-02-26 14:49:52,"0014","0005",-84,108,5.06159043312073,1,1551192592
2019-02-26 14:49:52,"0014","0014",-100,108,5.06159043312073,1,1551192592
2019-02-26 14:49:52,"0014","0002",-83,108,5.06159043312073,1,1551192592
2019-02-26 14:49:58,"0014","0004",-85,108,5.04884099960327,1,1551192598
2019-02-26 14:49:58,"0014","0010",-105,108,5.04884099960327,1,1551192598
2019-02-26 14:49:58,"0014","0014",-71,108,5.04884099960327,1,1551192598
2019-02-26 14:49:58,"0014","0002",-60,108,5.04884099960327,1,1551192598
2019-02-26 14:49:58,"0014","0006",-60,108,5.04884099960327,1,1551192598
2019-02-26 15:04:51,"0006","0010",-100,108,4.02130126953125,1,1551193491
2019-02-26 15:04:51,"0006","0005",-61,108,4.02130126953125,1,1551193491
2019-02-26 15:04:51,"0006","0014",-92,108,4.02130126953125,1,1551193491
2019-02-26 15:04:51,"0006","0004",-78,108,4.02130126953125,1,1551193491
2019-02-26 15:04:51,"0006","0002",-72,108,4.02130126953125,1,1551193491
2019-02-26 15:04:58,"0004","0014",-100,108,4.06829810142517,1,1551193498
2019-02-26 15:04:58,"0004","0010",-59,108,4.06829810142517,1,1551193498
2019-02-26 15:04:58,"0004","0006",-75,108,4.06829810142517,1,1551193498
2019-02-26 15:04:58,"0004","0005",-85,108,4.06829810142517,1,1551193498
2019-02-26 15:04:58,"0004","0002",-84,108,4.06829810142517,1,1551193498
2019-02-26 19:15:19,"0010","0004",-55,87,5.0902898311615,1,1551208519
2019-02-26 19:15:19,"0010","0006",-93,87,5.0902898311615,1,1551208519
2019-02-26 19:15:19,"0010","0005",-97,87,5.0902898311615,1,1551208519
2019-02-26 19:15:19,"0010","0002",-100,87,5.0902898311615,1,1551208519
