"ini_monit","mac_local","mac_destino","rssi","lqi","latencia","desconexion","tiempo"
2019-02-25 11:41:23,"0010","0004",-55,108,0.102040767669678,0,1551094883
2019-02-25 11:41:23,"0010","0005",-97,108,0.102040767669678,0,1551094883
2019-02-25 11:41:23,"0010","0006",-92,108,0.102040767669678,0,1551094883
2019-02-25 11:41:23,"0010","0002",-101,108,0.102040767669678,0,1551094883
2019-02-25 11:41:25,"0010","0004",-55,96,0.0989940166473389,0,1551094885
2019-02-25 11:41:25,"0010","0005",-101,108,0.0989940166473389,0,1551094885
2019-02-25 11:41:25,"0010","0006",-96,96,0.0989940166473389,0,1551094885
2019-02-25 11:41:25,"0010","0002",-100,96,0.0989940166473389,0,1551094885
2019-02-25 11:41:30,"0010","0004",-55,96,0.0950441360473633,0,1551094890
2019-02-25 11:41:30,"0010","0005",-101,108,0.0950441360473633,0,1551094890
2019-02-25 11:41:30,"0010","0006",-96,96,0.0950441360473633,0,1551094890
2019-02-25 11:41:30,"0010","0002",-100,96,0.0950441360473633,0,1551094890
2019-02-25 11:41:31,"0010","0004",-55,96,0.0969967842102051,0,1551094891
2019-02-25 11:41:31,"0010","0005",-101,108,0.0969967842102051,0,1551094891
2019-02-25 11:41:31,"0010","0006",-96,96,0.0969967842102051,0,1551094891
2019-02-25 11:41:31,"0010","0002",-100,96,0.0969967842102051,0,1551094891
2019-02-25 11:41:38,"0010","0004",-55,96,0.0990073680877686,0,1551094898
2019-02-25 11:41:38,"0010","0005",-101,108,0.0990073680877686,0,1551094898
2019-02-25 11:41:38,"0010","0006",-96,96,0.0990073680877686,0,1551094898
2019-02-25 11:41:38,"0010","0002",-100,96,0.0990073680877686,0,1551094898
2019-02-25 11:41:39,"0010","0004",-55,96,0.101015090942383,0,1551094899
2019-02-25 11:41:39,"0010","0005",-101,108,0.101015090942383,0,1551094899
2019-02-25 11:41:39,"0010","0006",-96,96,0.101015090942383,0,1551094899
2019-02-25 11:41:39,"0010","0002",-100,96,0.101015090942383,0,1551094899
2019-02-25 11:41:46,"0010","0004",-55,107,0.0930449962615967,0,1551094906
2019-02-25 11:41:46,"0010","0005",-101,108,0.0930449962615967,0,1551094906
2019-02-25 11:41:46,"0010","0006",-92,107,0.0930449962615967,0,1551094906
2019-02-25 11:41:46,"0010","0002",-101,107,0.0930449962615967,0,1551094906
2019-02-25 11:41:48,"0010","0004",-55,107,0.100044965744019,0,1551094908
2019-02-25 11:41:48,"0010","0005",-101,108,0.100044965744019,0,1551094908
2019-02-25 11:41:48,"0010","0006",-92,107,0.100044965744019,0,1551094908
2019-02-25 11:41:48,"0010","0002",-101,107,0.100044965744019,0,1551094908
2019-02-25 11:41:53,"0010","0004",-55,108,0.096001148223877,0,1551094913
2019-02-25 11:41:53,"0010","0005",-101,108,0.096001148223877,0,1551094913
2019-02-25 11:41:53,"0010","0006",-93,108,0.096001148223877,0,1551094913
2019-02-25 11:41:53,"0010","0002",-101,107,0.096001148223877,0,1551094913
2019-02-25 11:41:55,"0010","0004",-55,108,0.0980372428894043,0,1551094915
2019-02-25 11:41:55,"0010","0005",-101,108,0.0980372428894043,0,1551094915
2019-02-25 11:41:55,"0010","0006",-93,108,0.0980372428894043,0,1551094915
2019-02-25 11:41:55,"0010","0002",-101,107,0.0980372428894043,0,1551094915
2019-02-25 11:42:01,"0010","0004",-55,108,0.111985921859741,0,1551094921
2019-02-25 11:42:01,"0010","0005",-101,108,0.111985921859741,0,1551094921
2019-02-25 11:42:01,"0010","0006",-93,108,0.111985921859741,0,1551094921
2019-02-25 11:42:01,"0010","0002",-101,107,0.111985921859741,0,1551094921
2019-02-25 11:42:03,"0010","0004",-55,108,0.0999691486358643,0,1551094923
2019-02-25 11:42:03,"0010","0005",-101,108,0.0999691486358643,0,1551094923
2019-02-25 11:42:03,"0010","0006",-93,108,0.0999691486358643,0,1551094923
2019-02-25 11:42:03,"0010","0002",-101,107,0.0999691486358643,0,1551094923
2019-02-25 11:42:08,"0010","0004",-54,108,0.0949883460998535,0,1551094928
2019-02-25 11:42:08,"0010","0005",-99,108,0.0949883460998535,0,1551094928
2019-02-25 11:42:08,"0010","0006",-93,108,0.0949883460998535,0,1551094928
2019-02-25 11:42:08,"0010","0002",-101,108,0.0949883460998535,0,1551094928
2019-02-25 11:42:10,"0010","0004",-54,108,0.118022680282593,0,1551094930
2019-02-25 11:42:10,"0010","0005",-97,108,0.118022680282593,0,1551094930
2019-02-25 11:42:10,"0010","0006",-93,108,0.118022680282593,0,1551094930
2019-02-25 11:42:10,"0010","0002",-100,108,0.118022680282593,0,1551094930
2019-02-25 11:42:12,"0010","0004",-54,108,0.102015733718872,0,1551094932
2019-02-25 11:42:12,"0010","0005",-97,108,0.102015733718872,0,1551094932
2019-02-25 11:42:12,"0010","0006",-93,108,0.102015733718872,0,1551094932
2019-02-25 11:42:12,"0010","0002",-100,108,0.102015733718872,0,1551094932
2019-02-25 11:42:15,"0010","0004",-54,108,0.0939936637878418,0,1551094935
2019-02-25 11:42:15,"0010","0005",-97,108,0.0939936637878418,0,1551094935
2019-02-25 11:42:15,"0010","0006",-93,108,0.0939936637878418,0,1551094935
2019-02-25 11:42:15,"0010","0002",-100,108,0.0939936637878418,0,1551094935
2019-02-25 11:42:21,"0010","0004",-54,108,0.105034589767456,0,1551094941
2019-02-25 11:42:21,"0010","0005",-97,108,0.105034589767456,0,1551094941
2019-02-25 11:42:21,"0010","0006",-93,108,0.105034589767456,0,1551094941
2019-02-25 11:42:21,"0010","0002",-100,108,0.105034589767456,0,1551094941
2019-02-25 11:42:22,"0010","0004",-54,108,0.0990440845489502,0,1551094942
2019-02-25 11:42:22,"0010","0005",-97,108,0.0990440845489502,0,1551094942
2019-02-25 11:42:22,"0010","0006",-93,108,0.0990440845489502,0,1551094942
2019-02-25 11:42:22,"0010","0002",-100,108,0.0990440845489502,0,1551094942
2019-02-25 11:42:29,"0010","0004",-54,108,0.115054607391357,0,1551094949
2019-02-25 11:42:29,"0010","0005",-95,108,0.115054607391357,0,1551094949
2019-02-25 11:42:29,"0010","0006",-92,108,0.115054607391357,0,1551094949
2019-02-25 11:42:29,"0010","0002",-100,108,0.115054607391357,0,1551094949
2019-02-25 11:42:30,"0010","0004",-54,108,0.101043462753296,0,1551094950
2019-02-25 11:42:30,"0010","0005",-95,108,0.101043462753296,0,1551094950
2019-02-25 11:42:30,"0010","0006",-92,108,0.101043462753296,0,1551094950
2019-02-25 11:42:30,"0010","0002",-100,108,0.101043462753296,0,1551094950
2019-02-25 11:42:36,"0010","0004",-54,108,0.099043607711792,0,1551094956
2019-02-25 11:42:36,"0010","0005",-98,108,0.099043607711792,0,1551094956
2019-02-25 11:42:36,"0010","0006",-91,108,0.099043607711792,0,1551094956
2019-02-25 11:42:36,"0010","0002",-100,108,0.099043607711792,0,1551094956
2019-02-25 11:42:37,"0010","0004",-54,108,0.10004186630249,0,1551094957
2019-02-25 11:42:37,"0010","0005",-98,108,0.10004186630249,0,1551094957
2019-02-25 11:42:37,"0010","0006",-91,108,0.10004186630249,0,1551094957
2019-02-25 11:42:37,"0010","0002",-100,108,0.10004186630249,0,1551094957
2019-02-25 11:42:43,"0010","0004",-54,108,0.103043556213379,0,1551094963
2019-02-25 11:42:43,"0010","0005",-98,108,0.103043556213379,0,1551094963
2019-02-25 11:42:43,"0010","0006",-91,108,0.103043556213379,0,1551094963
2019-02-25 11:42:43,"0010","0002",-100,108,0.103043556213379,0,1551094963
2019-02-25 11:42:45,"0010","0004",-54,108,0.101997137069702,0,1551094965
2019-02-25 11:42:45,"0010","0005",-98,108,0.101997137069702,0,1551094965
2019-02-25 11:42:45,"0010","0006",-91,108,0.101997137069702,0,1551094965
2019-02-25 11:42:45,"0010","0002",-100,108,0.101997137069702,0,1551094965
2019-02-25 11:42:51,"0010","0004",-54,108,0.0960466861724854,0,1551094971
2019-02-25 11:42:51,"0010","0005",-98,108,0.0960466861724854,0,1551094971
2019-02-25 11:42:51,"0010","0006",-91,108,0.0960466861724854,0,1551094971
2019-02-25 11:42:51,"0010","0002",-100,108,0.0960466861724854,0,1551094971
2019-02-25 11:42:52,"0010","0004",-54,108,0.0990250110626221,0,1551094972
2019-02-25 11:42:52,"0010","0005",-98,108,0.0990250110626221,0,1551094972
2019-02-25 11:42:52,"0010","0006",-91,108,0.0990250110626221,0,1551094972
2019-02-25 11:42:52,"0010","0002",-100,108,0.0990250110626221,0,1551094972
2019-02-25 11:42:59,"0010","0004",-54,88,0.103041887283325,0,1551094979
2019-02-25 11:42:59,"0010","0005",-96,106,0.103041887283325,0,1551094979
2019-02-25 11:42:59,"0010","0006",-94,88,0.103041887283325,0,1551094979
2019-02-25 11:42:59,"0010","0002",-100,88,0.103041887283325,0,1551094979
2019-02-25 11:43:00,"0010","0004",-54,88,0.100040197372437,0,1551094980
2019-02-25 11:43:00,"0010","0005",-96,106,0.100040197372437,0,1551094980
2019-02-25 11:43:00,"0010","0006",-94,88,0.100040197372437,0,1551094980
2019-02-25 11:43:00,"0010","0002",-100,88,0.100040197372437,0,1551094980
2019-02-25 11:43:02,"0010","0004",-54,88,0.132043123245239,0,1551094982
2019-02-25 11:43:02,"0010","0005",-96,106,0.132043123245239,0,1551094982
2019-02-25 11:43:02,"0010","0006",-94,88,0.132043123245239,0,1551094982
2019-02-25 11:43:02,"0010","0002",-100,88,0.132043123245239,0,1551094982
2019-02-25 11:43:04,"0010","0004",-54,88,5.08869123458862,1,1551094984
2019-02-25 11:43:04,"0010","0005",-96,106,5.08869123458862,1,1551094984
2019-02-25 11:43:04,"0010","0006",-94,88,5.08869123458862,1,1551094984
2019-02-25 11:43:04,"0010","0002",-100,88,5.08869123458862,1,1551094984
2019-02-25 11:43:10,"0010","0004",-54,88,0.0939919948577881,0,1551094990
2019-02-25 11:43:10,"0010","0005",-96,106,0.0939919948577881,0,1551094990
2019-02-25 11:43:10,"0010","0006",-94,88,0.0939919948577881,0,1551094990
2019-02-25 11:43:10,"0010","0002",-100,88,0.0939919948577881,0,1551094990
2019-02-25 11:43:16,"0010","0004",-55,108,0.096041202545166,0,1551094996
2019-02-25 11:43:16,"0010","0005",-101,107,0.096041202545166,0,1551094996
2019-02-25 11:43:16,"0010","0006",-94,107,0.096041202545166,0,1551094996
2019-02-25 11:43:16,"0010","0002",-100,88,0.096041202545166,0,1551094996
2019-02-25 11:43:17,"0010","0004",-55,108,0.103994607925415,0,1551094997
2019-02-25 11:43:17,"0010","0005",-101,107,0.103994607925415,0,1551094997
2019-02-25 11:43:17,"0010","0006",-94,107,0.103994607925415,0,1551094997
2019-02-25 11:43:17,"0010","0002",-100,88,0.103994607925415,0,1551094997
2019-02-25 11:43:19,"0010","0004",-57,108,0.0970489978790283,0,1551094999
2019-02-25 11:43:19,"0010","0005",-99,108,0.0970489978790283,0,1551094999
2019-02-25 11:43:19,"0010","0006",-93,108,0.0970489978790283,0,1551094999
2019-02-25 11:43:19,"0010","0002",-101,108,0.0970489978790283,0,1551094999
2019-02-25 11:43:26,"0010","0004",-57,108,0.0959897041320801,0,1551095006
2019-02-25 11:43:26,"0010","0005",-99,108,0.0959897041320801,0,1551095006
2019-02-25 11:43:26,"0010","0006",-93,108,0.0959897041320801,0,1551095006
2019-02-25 11:43:26,"0010","0002",-101,108,0.0959897041320801,0,1551095006
2019-02-25 11:43:27,"0010","0004",-57,108,0.0960292816162109,0,1551095007
2019-02-25 11:43:27,"0010","0005",-99,108,0.0960292816162109,0,1551095007
2019-02-25 11:43:27,"0010","0006",-93,108,0.0960292816162109,0,1551095007
2019-02-25 11:43:27,"0010","0002",-101,108,0.0960292816162109,0,1551095007
2019-02-25 11:43:34,"0010","0004",-57,108,0.0950543880462646,0,1551095014
2019-02-25 11:43:34,"0010","0005",-99,108,0.0950543880462646,0,1551095014
2019-02-25 11:43:34,"0010","0006",-93,108,0.0950543880462646,0,1551095014
2019-02-25 11:43:34,"0010","0002",-101,108,0.0950543880462646,0,1551095014
2019-02-25 11:43:35,"0010","0004",-57,108,0.098076343536377,0,1551095015
2019-02-25 11:43:35,"0010","0005",-99,108,0.098076343536377,0,1551095015
2019-02-25 11:43:35,"0010","0006",-93,108,0.098076343536377,0,1551095015
2019-02-25 11:43:35,"0010","0002",-101,108,0.098076343536377,0,1551095015
2019-02-25 11:43:42,"0010","0004",-55,108,0.0969944000244141,0,1551095022
2019-02-25 11:43:42,"0010","0005",-97,108,0.0969944000244141,0,1551095022
2019-02-25 11:43:42,"0010","0006",-93,108,0.0969944000244141,0,1551095022
2019-02-25 11:43:42,"0010","0002",-100,108,0.0969944000244141,0,1551095022
2019-02-25 11:43:43,"0010","0004",-55,108,0.104070425033569,0,1551095023
2019-02-25 11:43:43,"0010","0005",-97,108,0.104070425033569,0,1551095023
2019-02-25 11:43:43,"0010","0006",-93,108,0.104070425033569,0,1551095023
2019-02-25 11:43:43,"0010","0002",-100,108,0.104070425033569,0,1551095023
2019-02-25 11:43:50,"0010","0004",-55,108,0.106043577194214,0,1551095030
2019-02-25 11:43:50,"0010","0005",-97,108,0.106043577194214,0,1551095030
2019-02-25 11:43:50,"0010","0006",-93,108,0.106043577194214,0,1551095030
2019-02-25 11:43:50,"0010","0002",-100,108,0.106043577194214,0,1551095030
2019-02-25 11:43:51,"0010","0004",-55,108,0.101044893264771,0,1551095031
2019-02-25 11:43:51,"0010","0005",-97,108,0.101044893264771,0,1551095031
2019-02-25 11:43:51,"0010","0006",-93,108,0.101044893264771,0,1551095031
2019-02-25 11:43:51,"0010","0002",-100,108,0.101044893264771,0,1551095031
2019-02-25 11:43:58,"0010","0004",-55,108,0.0950162410736084,0,1551095038
2019-02-25 11:43:58,"0010","0005",-96,108,0.0950162410736084,0,1551095038
2019-02-25 11:43:58,"0010","0006",-92,108,0.0950162410736084,0,1551095038
2019-02-25 11:43:58,"0010","0002",-100,108,0.0950162410736084,0,1551095038
2019-02-25 11:44:00,"0010","0004",-55,108,0.104044675827026,0,1551095040
2019-02-25 11:44:00,"0010","0005",-95,107,0.104044675827026,0,1551095040
2019-02-25 11:44:00,"0010","0006",-93,108,0.104044675827026,0,1551095040
2019-02-25 11:44:00,"0010","0002",-99,107,0.104044675827026,0,1551095040
2019-02-25 11:44:01,"0010","0004",-55,108,0.0970714092254639,0,1551095041
2019-02-25 11:44:01,"0010","0005",-95,107,0.0970714092254639,0,1551095041
2019-02-25 11:44:01,"0010","0006",-93,108,0.0970714092254639,0,1551095041
2019-02-25 11:44:01,"0010","0002",-99,107,0.0970714092254639,0,1551095041
2019-02-25 11:44:08,"0010","0004",-54,108,0.10802435874939,0,1551095048
2019-02-25 11:44:08,"0010","0005",-95,108,0.10802435874939,0,1551095048
2019-02-25 11:44:08,"0010","0006",-91,108,0.10802435874939,0,1551095048
2019-02-25 11:44:08,"0010","0002",-99,108,0.10802435874939,0,1551095048
2019-02-25 11:44:10,"0010","0004",-54,108,0.10505199432373,0,1551095050
2019-02-25 11:44:10,"0010","0005",-95,108,0.10505199432373,0,1551095050
2019-02-25 11:44:10,"0010","0006",-91,108,0.10505199432373,0,1551095050
2019-02-25 11:44:10,"0010","0002",-99,108,0.10505199432373,0,1551095050
2019-02-25 11:44:16,"0010","0004",-54,108,0.101039171218872,0,1551095056
2019-02-25 11:44:16,"0010","0005",-95,108,0.101039171218872,0,1551095056
2019-02-25 11:44:16,"0010","0006",-91,108,0.101039171218872,0,1551095056
2019-02-25 11:44:16,"0010","0002",-99,108,0.101039171218872,0,1551095056
2019-02-25 11:44:17,"0010","0004",-54,108,0.0999970436096191,0,1551095057
2019-02-25 11:44:17,"0010","0005",-95,108,0.0999970436096191,0,1551095057
2019-02-25 11:44:17,"0010","0006",-91,108,0.0999970436096191,0,1551095057
2019-02-25 11:44:17,"0010","0002",-99,108,0.0999970436096191,0,1551095057
2019-02-25 11:44:24,"0010","0004",-54,108,0.101043701171875,0,1551095064
2019-02-25 11:44:24,"0010","0005",-97,108,0.101043701171875,0,1551095064
2019-02-25 11:44:24,"0010","0006",-93,108,0.101043701171875,0,1551095064
2019-02-25 11:44:24,"0010","0002",-100,108,0.101043701171875,0,1551095064
2019-02-25 11:44:26,"0010","0004",-54,108,0.0990400314331055,0,1551095066
2019-02-25 11:44:26,"0010","0005",-96,108,0.0990400314331055,0,1551095066
2019-02-25 11:44:26,"0010","0006",-93,108,0.0990400314331055,0,1551095066
2019-02-25 11:44:26,"0010","0002",-100,108,0.0990400314331055,0,1551095066
2019-02-25 11:44:28,"0010","0004",-54,108,5.09474968910217,1,1551095068
2019-02-25 11:44:28,"0010","0005",-96,108,5.09474968910217,1,1551095068
