id,serial,date,time,p1,p2,p3,pf1,pf2,pf3,v1,v2,v3,i1,i2,i3,kwh
225,8500,2019-02-27,15:42:29,5.211,3.938,2.62,0.998,0.975,0.829,133,134.3,131.5,39.26,30.01,24.11,3361
226,8500,2019-02-27,15:47:40,5.07,3.93,2.613,0.99,0.975,0.829,133.3,134.5,131,38.38,29.92,24.13,3362
227,8500,2019-02-27,15:52:50,5.023,3.92,2.657,0.99,0.975,0.829,132.7,134.2,132.3,38.22,29.93,24.19,3364
228,8500,2019-02-27,15:58:01,5.197,3.9,2.669,0.998,0.975,0.829,132.5,133.4,131.9,39.28,29.92,24.32,3365
229,8500,2019-02-27,16:03:11,5.122,3.883,2.644,0.99,0.975,0.829,133.5,133.8,131,38.71,29.75,24.37,3365
230,8500,2019-02-27,16:08:21,5.029,4.052,2.634,0.99,0.976,0.829,132.4,134.3,131.3,38.36,30.84,24.19,3366
231,8500,2019-02-27,16:13:32,5.191,3.934,2.638,0.998,0.976,0.829,132.9,134.9,131.5,39.13,29.85,24.19,3367
232,8500,2019-02-27,16:18:42,5.029,3.94,2.625,0.99,0.975,0.829,132.8,134.8,131.3,38.23,29.92,24.16,3369
233,8500,2019-02-27,16:23:53,5.303,4.001,2.637,0.99,0.976,0.829,133.9,134,131.1,39.63,30.57,24.27,3370
234,8500,2019-02-27,16:29:03,5.27,4.09,2.659,0.998,0.984,0.83,133.9,133.5,131.4,39.41,31.12,24.33,3371
235,8500,2019-02-27,16:34:14,5.11,4.102,2.657,0.99,0.984,0.83,134,133.6,131,38.48,31.2,24.35,3372
236,8500,2019-02-27,16:39:24,5.254,4.1,2.679,0.998,0.984,0.829,133.5,133.4,131.7,39.42,31.22,24.4,3373
237,8500,2019-02-27,16:44:35,5.264,4.093,2.669,0.998,0.984,0.829,133.8,133.6,131.3,39.38,31.13,24.44,3374
238,8500,2019-02-27,16:49:45,5.057,4.109,2.681,0.99,0.984,0.83,133,133.7,131.6,38.36,31.22,24.42,3375
239,8500,2019-02-27,16:54:56,5.236,4.102,2.683,0.998,0.984,0.83,133.4,134,131.9,39.3,31.09,24.39,3376
240,8500,2019-02-27,17:00:06,5.07,3.982,2.684,0.99,0.981,0.83,133.7,134,132.3,38.29,30.44,24.33,3377
241,8500,2019-02-27,17:05:17,5.034,4.02,2.674,0.99,0.976,0.83,133.3,134.4,132.7,38.11,30.62,24.21,3378
242,8500,2019-02-27,17:10:27,5.228,3.996,2.681,0.998,0.976,0.83,133.6,134.2,132.6,39.18,30.49,24.24,3379
243,8500,2019-02-27,17:15:37,5.084,4.042,2.618,0.99,0.976,0.83,133.7,134.9,131.1,38.36,30.65,24.14,3380
244,8500,2019-02-27,17:20:48,5.049,4.043,2.617,0.99,0.976,0.83,133,134.6,131.4,38.31,30.7,24.05,3381
245,8500,2019-02-27,17:25:58,5.236,4.052,2.625,0.998,0.977,0.831,132.9,134.6,131.1,39.46,30.78,24.16,3382
246,8500,2019-02-27,17:31:09,5.028,4.087,2.638,0.99,0.976,0.831,132.5,134.7,131.6,38.3,31.02,24.15,3383
247,8500,2019-02-27,17:41:32,5.27,4.058,2.637,0.998,0.976,0.83,133.3,134,131.2,39.55,31,24.24,3385
248,8500,2019-02-27,17:46:42,5.081,4.079,2.618,0.99,0.976,0.83,133.1,134.7,131,38.52,30.98,24.15,3386
249,8500,2019-02-28,06:50:11,5.907,5.521,2.995,0.981,1,0.873,132.2,133.9,130.5,45.52,41.01,26.3,3495
250,8500,2019-02-28,06:55:21,6.17,5.46,3.006,0.989,1,0.872,133.3,132.9,130.4,46.71,40.89,26.41,3496
251,8500,2019-02-28,07:00:37,4.968,3.869,2.687,0.982,1,0.863,134,134.3,130.6,37.46,29.57,24.87,3497
252,8500,2019-02-28,07:05:47,4.919,3.853,2.723,0.988,0.974,0.826,133.2,133.8,131.6,37.35,29.55,24.9,3498
253,8500,2019-02-28,07:10:58,5.061,3.918,3.285,0.996,0.974,0.836,132.8,134.6,130.6,38.24,29.82,30.11,3499
254,8500,2019-02-28,07:16:08,4.895,3.925,2.689,0.988,0.974,0.83,132.8,134.9,131,37.29,29.81,24.85,3500
255,8500,2019-02-28,07:21:19,5.067,3.881,2.735,0.989,0.974,0.827,132.6,133.7,131.6,38.34,29.78,25.01,3501
256,8500,2019-02-28,07:26:29,4.893,3.918,2.681,0.988,0.974,0.827,132.4,134.1,131,37.38,29.92,24.82,3502
257,8500,2019-02-28,07:31:40,4.892,3.907,2.725,0.988,0.974,0.828,132.1,133.7,131.2,37.47,29.95,25.05,3503
258,8500,2019-02-28,07:36:50,5.089,3.924,2.695,0.996,0.974,0.83,132.3,133.7,130.2,38.56,30.06,25.02,3504
259,8500,2019-02-28,07:42:01,4.902,3.886,2.73,0.988,0.974,0.827,132.7,133.7,131.1,37.4,29.8,25.06,3505
260,8500,2019-02-28,07:47:11,4.897,3.922,2.699,0.988,0.974,0.828,132.7,134.5,131.6,37.34,29.88,24.82,3506
261,8500,2019-02-28,07:52:22,4.929,3.913,2.685,0.993,0.974,0.827,132.7,134.4,131.2,37.56,29.84,24.82,3507
262,8500,2019-02-28,07:57:32,4.971,3.856,2.708,0.988,0.974,0.827,133.3,133.2,131.1,37.68,29.7,24.94,3508
263,8500,2019-02-28,08:02:42,5.124,3.9,2.682,0.992,0.974,0.827,132.4,133.9,130.7,38.82,29.85,24.89,3509
264,8500,2019-02-28,08:07:53,4.949,3.909,2.679,0.988,0.974,0.826,133.3,134.7,130.9,37.56,29.77,24.84,3510
265,8500,2019-02-28,08:13:03,4.94,3.851,2.66,0.988,0.974,0.825,132.9,133.5,132,37.59,29.63,24.32,3511
266,8500,2019-02-28,08:18:14,5.086,3.921,2.608,0.996,0.974,0.825,132.9,134.9,131.4,38.39,29.79,24.11,3512
267,8500,2019-02-28,08:23:24,4.962,3.856,2.644,0.988,0.974,0.825,133.6,133.7,132.1,37.55,29.62,24.2,3513
268,8500,2019-02-28,08:28:35,4.97,3.899,2.603,0.988,0.974,0.825,133.6,134.6,131.5,37.59,29.71,24.09,3514
269,8500,2019-02-28,08:33:45,4.912,3.858,2.654,0.996,0.974,0.825,133,133.4,132,37.36,29.66,24.26,3515
270,8500,2019-02-28,08:38:56,4.909,3.86,2.646,0.988,0.974,0.825,133.2,133.9,132.3,37.27,29.58,24.16,3516
271,8500,2019-02-28,08:44:06,5.106,3.921,2.598,0.996,0.974,0.825,132.8,134.8,131,38.56,29.8,24.12,3517
272,8500,2019-02-28,08:49:17,4.967,3.887,2.604,0.988,0.974,0.825,133.2,134,130.5,37.68,29.75,24.26,3518
273,8500,2019-02-28,08:54:27,4.974,3.882,2.614,0.988,0.974,0.824,134,133.9,130.9,37.54,29.74,24.22,3519
274,8500,2019-02-28,08:59:38,5.072,4.036,2.604,0.996,0.981,0.826,132.5,134.2,130.9,38.38,30.55,24.17,3520
275,8500,2019-02-28,09:04:48,4.918,3.982,2.657,0.988,0.983,0.825,132.8,132.8,131.6,37.46,30.5,24.32,3521
276,8500,2019-02-28,09:09:59,5.248,4.042,2.605,0.987,0.982,0.825,133,134.5,130.9,39.6,30.53,24.16,3522
277,8500,2019-02-28,09:15:09,6.484,3.854,2.634,1,0.974,0.822,132.7,133.7,131.1,48.72,29.6,24.39,3523
278,8500,2019-02-28,09:20:20,5.051,4.007,2.606,0.988,0.974,0.824,133.8,134.5,131,38.17,30.53,24.17,3524
279,8500,2019-02-28,09:25:30,5.235,4.004,2.604,0.996,0.987,0.828,133.1,133.9,130.7,39.43,30.64,24.22,3525
280,8500,2019-02-28,09:30:41,5.066,3.987,2.651,0.994,0.975,0.824,133.7,133.6,131.6,38.32,30.6,24.32,3527
281,8500,2019-02-28,09:35:51,5.058,3.98,2.658,0.988,0.975,0.825,133.5,133.7,131.9,38.31,30.53,24.33,3528
282,8500,2019-02-28,09:41:02,5.209,3.918,2.597,0.996,0.974,0.824,133.6,134.5,131.3,39.11,29.86,24.09,3529
283,8500,2019-02-28,09:46:12,5.016,3.877,2.657,0.987,0.974,0.824,133.8,134.1,132.4,37.95,29.68,24.23,3530
284,8500,2019-02-28,09:51:22,5.172,3.887,2.648,0.996,0.974,0.824,133.2,133.6,132.4,38.96,29.83,24.19,3531
285,8500,2019-02-28,09:56:33,5.028,3.98,2.657,0.988,0.975,0.824,134.2,133.6,132.7,37.92,30.53,24.17,3532
286,8500,2019-02-28,10:01:43,5.238,3.972,2.659,0.991,0.975,0.824,134.3,133.5,132.3,39.12,30.51,24.26,3533
287,8500,2019-02-28,10:06:54,5.082,4.024,2.65,0.995,0.975,0.825,134.1,133.4,131.4,38.32,30.95,24.37,3534
288,8500,2019-02-28,10:12:04,5.032,4.075,2.652,0.988,0.975,0.824,133.5,134.2,132.7,38.14,31.14,24.15,3535
289,8500,2019-02-28,10:17:15,5.214,4.028,2.655,0.996,0.975,0.825,133.5,133.6,132,39.17,30.93,24.29,3536
290,8500,2019-02-28,10:22:25,5.011,4.116,2.619,0.988,0.974,0.825,133,135,131.7,38.13,31.24,24.12,3537
291,8500,2019-02-28,10:27:36,5.243,4.036,2.655,0.996,0.974,0.825,133.4,133.4,131.5,39.42,31.03,24.38,3538
292,8500,2019-02-28,10:32:46,5.02,4.036,2.654,0.988,0.975,0.825,132.9,133.4,131.7,38.2,31.03,24.32,3539
293,8500,2019-02-28,10:37:57,5.182,4.049,2.646,0.994,0.975,0.825,132.6,133.8,131.7,39.2,31.04,24.28,3540
294,8500,2019-02-28,10:43:07,5.157,4.074,2.64,0.996,0.975,0.825,132.5,133.9,131.8,39.07,31.15,24.23,3541
295,8500,2019-02-28,10:48:17,5.029,4.112,2.61,0.988,0.975,0.825,132.8,134.7,131.4,38.32,31.28,24.14,3542
296,8500,2019-02-28,10:53:28,5.256,4.036,2.65,0.996,0.975,0.825,133.7,133.6,131.6,39.41,30.99,24.36,3543
297,8500,2019-02-28,10:58:38,5.159,4.079,2.642,0.996,0.975,0.825,132.4,134,131.3,39.07,31.18,24.34,3544
298,8500,2019-02-28,11:03:49,5.054,4.014,2.665,0.988,0.975,0.825,133.3,132.9,131.6,38.34,30.97,24.36,3545
299,8500,2019-02-28,11:08:59,5.242,4.015,2.659,0.996,0.975,0.826,133,132.8,131.1,39.53,31,24.47,3546
300,8500,2019-02-28,11:14:10,5.234,4.057,2.611,0.996,0.975,0.826,132.6,133.5,130.6,39.57,31.13,24.27,3547
301,8500,2019-02-28,11:19:20,5.004,4.036,2.646,0.988,0.975,0.826,131.9,133.5,131.5,38.36,30.98,24.34,3548
302,8500,2019-02-28,11:29:38,5.182,4.121,2.671,0.996,0.983,0.827,132.4,132.6,131.7,39.27,31.59,24.42,3550
303,8500,2019-02-28,11:34:48,5.036,4.107,2.673,0.988,0.983,0.827,132.6,132.3,131.2,38.4,31.55,24.5,3551
304,8500,2019-02-28,11:39:58,5.179,4.151,2.65,0.99,0.983,0.825,133.1,134,132.5,39.04,31.48,24.2,3552
305,8500,2019-02-28,11:45:09,5.267,4.108,2.64,0.996,0.983,0.825,134.3,133.9,131.7,39.31,31.21,24.28,3553
306,8500,2019-02-28,11:50:19,5.104,4.008,2.64,0.988,0.975,0.825,134.2,134,131.3,38.44,30.66,24.36,3554
307,8500,2019-02-28,11:55:30,5.085,3.971,2.662,0.988,0.975,0.825,134.3,133.8,132.6,38.28,30.44,24.27,3555
308,8500,2019-02-28,12:00:40,5.223,4.023,2.613,0.996,0.975,0.825,133.7,134.9,131.6,39.18,30.55,24.14,3556
309,8500,2019-02-28,12:05:51,5.014,4.035,2.637,0.996,0.975,0.825,132.6,134.5,132.2,38.25,30.71,24.18,3557
310,8500,2019-02-28,12:11:01,5.1,3.968,2.657,0.988,0.975,0.825,133.6,133.2,131.4,38.57,30.53,24.44,3558
311,8500,2019-02-28,12:16:12,5.236,3.963,2.676,0.997,0.975,0.826,133.2,133.3,131.8,39.4,30.48,24.46,3560
312,8500,2019-02-28,12:21:22,5.263,3.968,2.651,0.997,0.975,0.826,133.4,133.3,131.1,39.55,30.51,24.45,3561
313,8500,2019-02-28,12:26:33,5.017,4.029,2.634,0.988,0.975,0.826,132.7,134,131.6,38.24,30.77,24.26,3561
314,8500,2019-02-28,12:31:43,5.198,3.967,2.673,0.997,0.975,0.826,132.6,133,131.8,39.3,30.56,24.41,3562
315,8500,2019-02-28,12:36:54,5.202,4.036,2.617,0.997,0.975,0.826,132.3,133.9,130.7,39.41,30.85,24.32,3564
316,8500,2019-02-28,12:42:04,5.11,3.979,2.633,0.989,0.976,0.827,133.4,133,130.2,38.69,30.65,24.46,3565
317,8500,2019-02-28,12:47:15,5.245,4.022,2.621,0.989,0.976,0.827,132.8,133.5,130.5,39.6,30.83,24.35,3566
318,8500,2019-02-28,12:52:25,5.183,4.035,2.712,0.997,0.976,0.828,132.4,133.8,131.1,39.24,30.85,25,3567
319,8500,2019-02-28,12:57:36,5.016,4.013,2.726,0.992,0.976,0.828,132.8,133.6,131.5,38.18,30.74,25,3568
320,8500,2019-02-28,13:02:46,5.084,3.995,2.691,0.989,0.975,0.828,133.3,133.7,130.2,38.51,30.59,25,3569
321,8500,2019-02-28,13:07:57,5.198,4.037,2.707,0.997,0.976,0.829,132.7,134.1,131,39.26,30.83,24.98,3570
322,8500,2019-02-28,13:13:07,5.177,4.023,2.707,0.997,0.975,0.829,132.3,134.1,131.6,39.24,30.71,24.89,3571
323,8500,2019-02-28,13:18:18,5.066,3.944,2.67,0.989,0.976,0.827,133.3,133.2,131.9,38.4,30.36,24.34,3572
324,8500,2019-02-28,13:23:28,5.267,3.946,2.665,0.997,0.976,0.827,133.2,132.8,131.1,39.62,30.45,24.49,3573
325,8500,2019-02-28,13:28:39,5.267,3.96,2.656,0.997,0.976,0.828,133.6,133.5,131.4,39.49,30.41,24.36,3574
326,8500,2019-02-28,13:33:49,5.026,4.02,2.641,0.989,0.975,0.828,132.3,133.7,131.2,38.41,30.74,24.29,3575
327,8500,2019-02-28,13:39:00,5.271,3.956,2.666,0.997,0.976,0.827,132.7,133.2,131.3,39.8,30.43,24.46,3576
328,8500,2019-02-28,13:44:10,5.224,3.965,2.68,0.997,0.976,0.828,132.7,132.6,130.9,39.44,30.65,24.58,3577
329,8500,2019-02-28,13:49:21,5.057,4.017,2.616,0.989,0.976,0.828,132.7,133.9,130.4,38.49,30.69,24.29,3578
330,8500,2019-02-28,13:54:31,5.268,4.005,2.625,0.997,0.976,0.828,132.9,133.5,130,39.71,30.71,24.43,3579
331,8500,2019-02-28,13:59:42,5.223,3.955,2.676,0.997,0.976,0.827,132.9,132.4,131.5,39.38,30.61,24.49,3580
332,8500,2019-02-28,14:04:52,5.033,4.029,2.631,0.989,0.976,0.828,132.7,134.1,131.2,38.32,30.72,24.25,3581
333,8500,2019-02-28,14:10:02,5.273,3.993,2.624,0.997,0.976,0.828,133.4,133.9,130.4,39.6,30.56,24.35,3582
334,8500,2019-02-28,14:15:13,5.233,3.953,2.675,0.997,0.976,0.828,132.8,132.7,131.1,39.5,30.54,24.5,3583
335,8500,2019-02-28,14:20:23,5.023,3.969,2.641,0.989,0.976,0.828,133.1,133.1,130.1,38.07,30.55,24.5,3584
336,8500,2019-02-28,14:25:34,5.171,3.995,2.619,0.997,0.976,0.828,133.2,134.3,130.7,38.88,30.46,24.27,3585
337,8500,2019-02-28,14:30:44,5.176,4.095,2.639,0.997,0.977,0.828,133.4,133.3,130.5,38.85,31.21,24.41,3586
338,8500,2019-02-28,14:35:55,5,4.062,2.672,0.989,0.984,0.828,133.5,132.9,131.6,37.8,31.08,24.39,3587
339,8500,2019-02-28,14:41:06,5.137,4.068,2.682,0.995,0.984,0.828,132.7,132.7,131.2,38.79,31.15,24.54,3588
340,8500,2019-02-28,14:46:16,6.592,4.047,2.684,1,0.984,0.827,132,133,131.6,49.72,30.92,24.58,3589
341,8500,2019-02-28,14:51:27,6.401,4.109,2.648,1,0.984,0.826,130.9,134.2,131.8,48.74,31.07,24.29,3590
342,8500,2019-02-28,14:56:37,5.112,4.059,2.647,0.992,0.984,0.828,133.4,132.9,130.4,38.67,31.03,24.47,3592
343,8500,2019-02-28,15:01:48,5.182,3.993,2.64,0.997,0.979,0.828,132.2,133.5,131.2,39.29,30.61,24.31,3593
344,8500,2019-02-28,15:06:58,5.179,4.008,2.65,0.997,0.976,0.828,132.2,133.4,131.4,39.27,30.75,24.35,3594
345,8500,2019-02-28,15:12:14,5.029,4.027,2.624,0.99,0.976,0.829,132.4,133.5,131.1,38.36,30.85,24.23,3595
346,8500,2019-02-28,15:17:24,5.263,3.993,2.619,0.995,0.976,0.828,132.6,133.9,130.6,39.75,30.53,24.3,3596
347,8500,2019-02-28,15:22:35,5.185,3.972,2.665,0.997,0.975,0.828,132.1,133.3,131.3,39.34,30.53,24.45,3597
348,8500,2019-02-28,15:27:45,5.119,3.959,2.641,0.99,0.976,0.828,132.9,133.3,130.6,38.85,30.44,24.42,3598
349,8500,2019-02-28,15:32:56,5.749,3.996,2.64,0.99,0.975,0.828,131.1,134.2,131.3,44.07,30.48,24.32,3599
350,8500,2019-02-28,15:38:06,5.176,3.995,2.656,0.997,0.975,0.827,131.8,133.6,131.1,39.37,30.6,24.44,3600
351,8500,2019-02-28,15:43:17,5.104,3.956,2.622,0.993,0.975,0.828,132.9,133.4,130.3,38.74,30.37,24.36,3601
352,8500,2019-02-28,15:48:27,5.048,4.005,2.609,0.989,0.975,0.828,132.4,134.4,130.6,38.49,30.5,24.21,3602
353,8500,2019-02-28,15:53:38,5.172,3.978,2.659,0.997,0.975,0.828,132,133.2,131.3,39.27,30.59,24.38,3603
354,8500,2019-02-28,15:58:48,5.167,4.005,2.642,0.997,0.976,0.828,132.1,134,131.6,39.19,30.59,24.25,3604
355,8500,2019-02-28,16:03:58,5.012,3.996,2.634,0.99,0.976,0.828,132,133.7,131.3,38.36,30.59,24.24,3605
